loai_thau,ma_tinh,ten_tinh,ten_don_vi,ma_cskcb,ten_cskcb,ma,ma_gy,ten,hoatchat,duongdung,maduongdung,madd_gy,dangbaoche,hamluong,donggoi,sodk,nhasx,nuocsx,donvitinh,soluong,gia,thanhtien,tennhathau,quyetdinh,tungay,denngay,goithau,tieuchuan,nhomthau,loai,sttpheduyet,hieuluc,congbo,ht_thau,tungay_hd,denngay_hd,created_date
3.thau_rieng_le,38,Tỉnh Thanh Hóa,Pkđk Nhung Hiếu,38754,Pkđk Nhung Hiếu,40.87,40.87,Danapha - Telfadin 180,Fexofenadin,Uống,1.01,1.01,viên nén bao phim,180mg,hộp 2 vỉ x 10 viên,VD-28786-18,Công ty Cổ phần Dược Hậu Giang - Chi nhánh nhà máy dược phẩm DHG tại Hậu Giang,Việt Nam,Viên,15000,3400.0,51000000.0,Công ty Cổ phần Dược Hậu Giang,3805/QĐ-BVĐKT,2024-10-01 00:00:00,,G1,,N1,Tân dược,,1,2024-10-01 00:00:00,4,2024-10-01 00:00:00,2026-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,38,Tỉnh Thanh Hóa,Pkđk Nhung Hiếu,38754,Pkđk Nhung Hiếu,40.807,40.807,Metformin Stella 1000 mg,Metformin,Uống,1.01,1.01,viên nén giải phóng kéo dài,1000mg,hộp 3 vỉ x 10 viên,VD-27526-17,Công ty Cổ phần Dược Hậu Giang - Chi nhánh nhà máy dược phẩm DHG tại Hậu Giang,Việt Nam,Viên,30000,1180.0,35400000.0,Công ty Cổ phần Dược Hậu Giang,3805/QĐ-BVĐKT,2024-10-01 00:00:00,,G1,,N2,Tân dược,,1,2024-10-01 00:00:00,4,2024-10-01 00:00:00,2026-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,62,Tỉnh Kon Tum,Tyt Tu Mơ Rông,62150,Tyt Tu Mơ Rông,40.943,40.943,Aminazin 25mg,Clorpromazin (hydroclorid),Uống,1.01,1.01,Viên nén,25 mg,Hộp 1 lọ 200 viên,VD-24680-16,Công ty cổ phần Dược Danapha,Việt Nam,Viên,0,210.0,0.0,"Công ty cổ phần dược, vật tư y tế Kon Tum",181/QĐ-YTTMR,2024-10-01 00:00:00,,G1,,N2,Tân dược,,1,2024-10-01 00:00:00,3,2024-10-01 00:00:00,2024-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,62,Tỉnh Kon Tum,Tyt Tu Mơ Rông,62150,Tyt Tu Mơ Rông,40.136,40.136,Garnotal,Phenobarbital,Uống,1.01,1.01,Viên,100mg,Hộp 10 vỉ x 10 viên,VD-24084-16,Công ty cổ phần Dược Danapha,Việt Nam,Viên,0,315.0,0.0,"Công ty cổ phần dược, vật tư y tế Kon Tum",181/QĐ-YTTMR,2024-10-01 00:00:00,,G1,,N2,Tân dược,,1,2024-10-01 00:00:00,3,2024-10-01 00:00:00,2024-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,38,Tỉnh Thanh Hóa,Pkđk Nhung Hiếu,38754,Pkđk Nhung Hiếu,40.557,40.557,Pravastatin SaVi 40,Pravastatin,Uống,1.01,1.01,Viên nén bao phim,40mg,Hộp 3 vỉ x 10 viên,893110317624,Công ty cổ phần dược phẩm SaVi,Việt Nam,Viên,300000,6500.0,1950000000.0,Công ty Cổ phần Dược Vinapham,3805/QĐ-BVĐKT,2024-10-01 00:00:00,,G1,,N4,Tân dược,,1,2024-10-01 00:00:00,4,2024-10-01 00:00:00,2026-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,68,Tỉnh Lâm Đồng,Tyt Hòa Bắc,68583,Tyt Hòa Bắc,40.789,40.789,Orgametril,Lynestrenol,Uống,1.01,1.01,Viên nén,5mg,Hộp 1 vỉ x 30 viên,VN-21209-18,N.V. Organon,Hà Lan,Viên,0,2360.0,0.0,Công ty TNHH Dược phẩm Gigamed.,685/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N1,Tân dược,,1,2024-10-01 00:00:00,3,2024-10-01 00:00:00,2025-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,68,Tỉnh Lâm Đồng,Tyt Hòa Bắc,68583,Tyt Hòa Bắc,40.661,40.661,Verospiron 25mg,Spironolacton,Uống,1.01,1.01,Viên nén,25mg,Hộp 1 vỉ  x 20 viên,VN-16485-13,Gedeon Richter Plc,Hungary,Viên,0,2835.0,0.0,Công ty Cổ phần Dược phẩm Bến Tre.,685/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N1,Tân dược,,1,2024-10-01 00:00:00,3,2024-10-01 00:00:00,2025-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,68,Tỉnh Lâm Đồng,Tyt Hòa Bắc,68583,Tyt Hòa Bắc,40.478,40.478,Vinceryl 5 mg/5 ml,Nitroglycerin,Tiêm,2.10,2.10,Dung dịch tiêm,5mg/ml,Hộp 2 vỉ x 5 ống x 5 ml,893110030324,Công ty cổ phần dược phẩm Vĩnh Phúc,Việt Nam,ống,0,49980.0,0.0,Công ty Cổ phần Dược phẩm Vĩnh Phúc.,685/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N4,Tân dược,,1,2024-10-01 00:00:00,3,2024-10-01 00:00:00,2025-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,68,Tỉnh Lâm Đồng,Tyt Hòa Bắc,68583,Tyt Hòa Bắc,40.829,40.829,Sismyodine,Eperison,Uống,1.01,1.01,Viên nén bao đường,50mg,Hộp 10 vỉ x 10 viên,893110304423,Công ty cổ phần dược phẩm Vĩnh Phúc,Việt Nam,Viên,0,290.0,0.0,Công ty Cổ phần Dược phẩm Vĩnh Phúc.,685/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N4,Tân dược,,1,2024-10-01 00:00:00,3,2024-10-01 00:00:00,2025-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,68,Tỉnh Lâm Đồng,Tyt Hòa Bắc,68583,Tyt Hòa Bắc,40.776,40.776,Prednisolon,Prednisolon acetat,Uống,1.01,1.01,Viên nén,5mg,Hộp 50 vỉ x 20 viên,VD-31253-18,Công ty cổ phần dược phẩm Vĩnh Phúc,Việt Nam,Viên,0,150.0,0.0,Công ty Cổ phần Dược phẩm Vĩnh Phúc.,685/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N4,Tân dược,,1,2024-10-01 00:00:00,3,2024-10-01 00:00:00,2025-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,68,Tỉnh Lâm Đồng,Tyt Hòa Bắc,68583,Tyt Hòa Bắc,40.659,40.659,Vinzix,Furosemid,Uống,1.01,1.01,Viên nén,40mg,Hộp 5 vỉ x 50 viên,893110306023,Công ty cổ phần dược phẩm Vĩnh Phúc,Việt Nam,Viên,0,110.0,0.0,Công ty Cổ phần Dược phẩm Vĩnh Phúc.,685/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N4,Tân dược,,1,2024-10-01 00:00:00,3,2024-10-01 00:00:00,2025-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,62,Tỉnh Kon Tum,Tyt Tu Mơ Rông,62150,Tyt Tu Mơ Rông,05C.224.8,05C.224.8,Cồn xoa bóp,"Ô đầu, Địa liền, Đại hồi,Quế chi, Thiên niên kiện, Huyết giác, Camphora, Riềng",Dùng ngoài,3.05,3.05,Cồn thuốc dùng ngoài,"0,6g, 3g, 1,2g, 1,2g, 1,8g, 1,8g, 0,6g, 3g",Hộp 1 chai thuỷ tinh 60ml,VD-32860-19,Chi nhánh Công ty Cổ phần Dược phẩm OPC tại Bình Dương - Nhà máy Dược phẩm OPC,Việt Nam,Chai,0,20475.0,0.0,"Công ty cổ phần dược, vật tư y tế Kon Tum",181/QĐ-YTTMR,2024-10-01 00:00:00,,G3,,N2,Chế phẩm,,1,2024-10-01 00:00:00,3,2024-10-01 00:00:00,2024-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,38,Tỉnh Thanh Hóa,Pkđk Nhung Hiếu,38754,Pkđk Nhung Hiếu,40.242,40.242,Biseptol 480,Sulfamethoxazol + trimethoprim,Uống,1.01,1.01,Viên nén,400mg + 80mg,Hộp 1 vỉ x 20 viên,VN-23059-22,Adamed Pharma S.A.,Ba Lan,Viên,60000,2500.0,150000000.0,CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM QUANG TRUNG,3805/QĐ-BVĐKT,2024-10-01 00:00:00,,G1,,N4,Tân dược,,1,2024-10-01 00:00:00,4,2024-10-01 00:00:00,2026-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,38,Tỉnh Thanh Hóa,Pkđk Nhung Hiếu,38754,Pkđk Nhung Hiếu,40.511,40.511,Lisiplus HCT 20/12.5,Lisinopril + hydroclorothiazid,Uống,1.01,1.01,Viên nén,"20mg + 12,5mg",Hộp 3 vỉ x 10 viên,VD-18111-12,Công ty TNHH Liên danh Stellapharm - Chi nhánh 1,Việt Nam,Viên,100000,4990.0,499000000.0,CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM QUANG TRUNG,3805/QĐ-BVĐKT,2024-10-01 00:00:00,,G1,,N4,Tân dược,,1,2024-10-01 00:00:00,4,2024-10-01 00:00:00,2026-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,62,Tỉnh Kon Tum,Tyt Đăk Tờ Kan-Ttyt Huyện Tu Mơ Rông,62121,Tyt Đăk Tờ Kan-Ttyt Huyện Tu Mơ Rông,05C.224.8,05C.224.8,Cồn xoa bóp,"Ô đầu, Địa liền, Đại hồi,Quế chi, Thiên niên kiện, Huyết giác, Camphora, Riềng",Dùng ngoài,3.05,3.05,Cồn thuốc dùng ngoài,"0,6g, 3g, 1,2g, 1,2g, 1,8g, 1,8g, 0,6g, 3g",Hộp 1 chai thuỷ tinh 60ml,VD-32860-19,Chi nhánh Công ty Cổ phần Dược phẩm OPC tại Bình Dương - Nhà máy Dược phẩm OPC,Việt Nam,Chai,0,20475.0,0.0,"Công ty cổ phần dược, vật tư y tế Kon Tum",181/QĐ-YTTMR,2024-10-01 00:00:00,,G3,,N2,Chế phẩm,,1,2024-10-01 00:00:00,3,2024-10-01 00:00:00,2024-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,68,Tỉnh Lâm Đồng,Tyt Bảo Thuận,68588,Tyt Bảo Thuận,40.659,40.659,Vinzix,Furosemid,Uống,1.01,1.01,Viên nén,40mg,Hộp 5 vỉ x 50 viên,893110306023,Công ty cổ phần dược phẩm Vĩnh Phúc,Việt Nam,Viên,0,110.0,0.0,Công ty Cổ phần Dược phẩm Vĩnh Phúc.,685/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N4,Tân dược,,1,2024-10-01 00:00:00,3,2024-10-01 00:00:00,2025-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,46,Tỉnh Thừa Thiên Huế,Tyt Sơn Thủy,46173,Tyt Sơn Thủy,40.12,40.12,Lidocain Kabi 2%,Lidocain (hydroclorid),Tiêm,2.10,2.10,Dung dịch tiêm,40mg/2ml,Hộp 100 ống x 2ml,VD-31301-18,Công ty cổ phần Fresenius Kabi/Việt Nam,Việt Nam,Ống,0,806.0,0.0,Công ty CP TM DP Manh Tý - Việt Mỹ,163/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N4,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2025-01-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,46,Tỉnh Thừa Thiên Huế,Tyt Sơn Thủy,46173,Tyt Sơn Thủy,40.1015,40.1015,Glucose 5%,Glucose,Tiêm truyền,2.15,2.15,Thuốc tiêm truyền,"5%, 500ml",Thùng 20 chai nhựa 500ml,VD-28252-17,Công ty cổ phần Fresenius Kabi/Việt Nam,Việt Nam,Chai nhựa,0,8400.0,0.0,Công ty CP TM DP Manh Tý - Việt Mỹ,163/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N4,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2025-01-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,68,Tỉnh Lâm Đồng,Tyt Bảo Thuận,68588,Tyt Bảo Thuận,40.789,40.789,Orgametril,Lynestrenol,Uống,1.01,1.01,Viên nén,5mg,Hộp 1 vỉ x 30 viên,VN-21209-18,N.V. Organon,Hà Lan,Viên,0,2360.0,0.0,Công ty TNHH Dược phẩm Gigamed.,685/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N1,Tân dược,,1,2024-10-01 00:00:00,3,2024-10-01 00:00:00,2025-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,1,Thành phố Hà Nội,Bv Tw Quân Đội 108,01014,Bv Tw Quân Đội 108,40.824,40.824,Huyết thanh kháng nọc rắn lục tre tinh chế (SAV),Huyết thanh kháng nọc rắn,Tiêm,2.10,2.10,Dung dịch tiêm,1000 LD50,Hộp 10 lọ x 1000 LD50/lọ,QLSP-0777-14,Viện Vắc xin và sinh phẩm y tế (IVAC),Việt Nam,Lọ,100,465150.0,46515000.0,Công ty TNHH Vacxin sinh phẩm và thiết bị y tế Phương Anh,6428/QĐ-BV,2024-10-01 00:00:00,,G1,,N4,Tân dược,,1,2024-10-01 00:00:00,3,2024-10-01 00:00:00,2025-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,68,Tỉnh Lâm Đồng,Tyt Tam Bố,68582,Tyt Tam Bố,40.775,40.775,Methylprednisolon 16,Methyl prednisolon,Uống,1.01,1.01,Viên nén,16mg,Chai 1000 viên,VD-20763-14,Công ty Cổ phần Dược phẩm Khánh Hòa,Việt Nam,Viên,0,628.0,0.0,Công ty cổ phần dược phẩm Khánh Hòa,685/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N4,Tân dược,,1,2024-10-01 00:00:00,3,2024-10-01 00:00:00,2025-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,68,Tỉnh Lâm Đồng,Tyt Tam Bố,68582,Tyt Tam Bố,40.1028,40.1028,Nước cất pha tiêm 5ml,Nước cất pha tiêm,Tiêm,2.10,2.10,Dung môi pha tiêm,5ml,Hộp 50 ống x 5ml,VD-31299-18,Công ty cổ phần Dược - Trang thiết bị y tế Bình Định (Bidiphar),Việt Nam,Ống,0,567.0,0.0,Công ty cổ phần Dược - Trang thiết bị y tế Bình Định (Bidiphar).,685/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N4,Tân dược,,1,2024-10-01 00:00:00,3,2024-10-01 00:00:00,2025-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,68,Tỉnh Lâm Đồng,Tyt Tam Bố,68582,Tyt Tam Bố,40.478,40.478,Vinceryl 5 mg/5 ml,Nitroglycerin,Tiêm,2.10,2.10,Dung dịch tiêm,5mg/ml,Hộp 2 vỉ x 5 ống x 5 ml,893110030324,Công ty cổ phần dược phẩm Vĩnh Phúc,Việt Nam,ống,0,49980.0,0.0,Công ty Cổ phần Dược phẩm Vĩnh Phúc.,685/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N4,Tân dược,,1,2024-10-01 00:00:00,3,2024-10-01 00:00:00,2025-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,68,Tỉnh Lâm Đồng,Tyt Tam Bố,68582,Tyt Tam Bố,40.829,40.829,Sismyodine,Eperison,Uống,1.01,1.01,Viên nén bao đường,50mg,Hộp 10 vỉ x 10 viên,893110304423,Công ty cổ phần dược phẩm Vĩnh Phúc,Việt Nam,Viên,0,290.0,0.0,Công ty Cổ phần Dược phẩm Vĩnh Phúc.,685/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N4,Tân dược,,1,2024-10-01 00:00:00,3,2024-10-01 00:00:00,2025-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,38,Tỉnh Thanh Hóa,Pkđk Nhung Hiếu,38754,Pkđk Nhung Hiếu,40.184,40.184,Negacef 500,Cefuroxim,Uống,1.01,1.01,Viên nén bao phim,500mg,Hộp 2 vỉ × 5viên,VD-24966-16,Công ty cổ phần Pymepharco,Việt Nam,Viên,100000,7350.0,735000000.0,Công ty TNHH thương mại Dược phẩm Quang Trung,3805/QĐ-BVĐKT,2024-10-01 00:00:00,,G1,,N4,Tân dược,,1,2024-10-01 00:00:00,4,2024-10-01 00:00:00,2026-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,68,Tỉnh Lâm Đồng,Tyt  Liên Đầm,68597,Tyt  Liên Đầm,40.775,40.775,Methylprednisolon 16,Methyl prednisolon,Uống,1.01,1.01,Viên nén,16mg,Chai 1000 viên,VD-20763-14,Công ty Cổ phần Dược phẩm Khánh Hòa,Việt Nam,Viên,0,628.0,0.0,Công ty cổ phần dược phẩm Khánh Hòa,685/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N4,Tân dược,,1,2024-10-01 00:00:00,3,2024-10-01 00:00:00,2025-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,68,Tỉnh Lâm Đồng,Tyt  Liên Đầm,68597,Tyt  Liên Đầm,40.1028,40.1028,Nước cất pha tiêm 5ml,Nước cất pha tiêm,Tiêm,2.10,2.10,Dung môi pha tiêm,5ml,Hộp 50 ống x 5ml,VD-31299-18,Công ty cổ phần Dược - Trang thiết bị y tế Bình Định (Bidiphar),Việt Nam,Ống,0,567.0,0.0,Công ty cổ phần Dược - Trang thiết bị y tế Bình Định (Bidiphar).,685/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N4,Tân dược,,1,2024-10-01 00:00:00,3,2024-10-01 00:00:00,2025-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,68,Tỉnh Lâm Đồng,Tyt  Liên Đầm,68597,Tyt  Liên Đầm,40.661,40.661,Verospiron 25mg,Spironolacton,Uống,1.01,1.01,Viên nén,25mg,Hộp 1 vỉ  x 20 viên,VN-16485-13,Gedeon Richter Plc,Hungary,Viên,0,2835.0,0.0,Công ty Cổ phần Dược phẩm Bến Tre.,685/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N1,Tân dược,,1,2024-10-01 00:00:00,3,2024-10-01 00:00:00,2025-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,62,Tỉnh Kon Tum,Tyt Đăk Tờ Kan-Ttyt Huyện Tu Mơ Rông,62121,Tyt Đăk Tờ Kan-Ttyt Huyện Tu Mơ Rông,40.496,40.496,Mildocap,Captopril,Uống,1.01,1.01,Viên,25mg,Hộp 10 vỉ x 10 viên,VN-15828-12,S.C.Arena Group S.A.,Romania,Viên,0,690.0,0.0,CÔNG TY CỔ PHẦN DƯỢC - VẬT TƯ Y TẾ KON TUM,181/QĐ-YTTMR,2024-10-01 00:00:00,,G1,,N1,Tân dược,,1,2024-10-01 00:00:00,3,2024-10-01 00:00:00,2024-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,62,Tỉnh Kon Tum,Tyt Đăk Tờ Kan-Ttyt Huyện Tu Mơ Rông,62121,Tyt Đăk Tờ Kan-Ttyt Huyện Tu Mơ Rông,40.136,40.136,Garnotal,Phenobarbital,Uống,1.01,1.01,Viên,100mg,Hộp 10 vỉ x 10 viên,VD-24084-16,Công ty cổ phần Dược Danapha,Việt Nam,Viên,0,315.0,0.0,"Công ty cổ phần dược, vật tư y tế Kon Tum",181/QĐ-YTTMR,2024-10-01 00:00:00,,G1,,N2,Tân dược,,1,2024-10-01 00:00:00,3,2024-10-01 00:00:00,2024-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,62,Tỉnh Kon Tum,Tyt Đăk Tờ Kan-Ttyt Huyện Tu Mơ Rông,62121,Tyt Đăk Tờ Kan-Ttyt Huyện Tu Mơ Rông,05C.224.8,05C.224.8,Cồn xoa bóp,"Ô đầu, Địa liền, Đại hồi,Quế chi, Thiên niên kiện, Huyết giác, Camphora, Riềng",Dùng ngoài,3.05,3.05,Cồn thuốc dùng ngoài,"0,5g, 2,5g, 1g, 1g, 1,5g, 1,5g, 0,5g, 2,5g",Hộp 1 chai thuỷ tinh 60ml,VD-32860-19,Chi nhánh Công ty Cổ phần Dược phẩm OPC tại Bình Dương - Nhà máy Dược phẩm OPC,Việt Nam,Chai,0,20475.0,0.0,"Công ty cổ phần dược, vật tư y tế Kon Tum",181/QĐ-YTTMR,2024-10-01 00:00:00,,G3,,N2,Chế phẩm,,1,2024-10-01 00:00:00,3,2024-10-01 00:00:00,2024-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,62,Tỉnh Kon Tum,Tyt Tu Mơ Rông,62150,Tyt Tu Mơ Rông,40.306,40.306,Metronidazol 250,Metronidazol,Uống,1.01,1.01,viên nén,250mg,hộp 10 vỉ x 10 viên,VD-22036-14,CTCP Dược Hậu Giang - CN nhà máy DP DHG tại Hậu Giang,Việt Nam,Viên,0,252.0,0.0,CÔNG TY CỔ PHẦN DƯỢC - VẬT TƯ Y TẾ KON TUM,181/QĐ-YTTMR,2024-10-01 00:00:00,,G1,,N2,Tân dược,,1,2024-10-01 00:00:00,3,2024-10-01 00:00:00,2024-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,68,Tỉnh Lâm Đồng,Tyt Bảo Thuận,68588,Tyt Bảo Thuận,40.661,40.661,Verospiron 25mg,Spironolacton,Uống,1.01,1.01,Viên nén,25mg,Hộp 1 vỉ  x 20 viên,VN-16485-13,Gedeon Richter Plc,Hungary,Viên,0,2835.0,0.0,Công ty Cổ phần Dược phẩm Bến Tre.,685/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N1,Tân dược,,1,2024-10-01 00:00:00,3,2024-10-01 00:00:00,2025-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,68,Tỉnh Lâm Đồng,Tyt  Liên Đầm,68597,Tyt  Liên Đầm,40.478,40.478,Vinceryl 5 mg/5 ml,Nitroglycerin,Tiêm,2.10,2.10,Dung dịch tiêm,5mg/ml,Hộp 2 vỉ x 5 ống x 5 ml,893110030324,Công ty cổ phần dược phẩm Vĩnh Phúc,Việt Nam,ống,0,49980.0,0.0,Công ty Cổ phần Dược phẩm Vĩnh Phúc.,685/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N4,Tân dược,,1,2024-10-01 00:00:00,3,2024-10-01 00:00:00,2025-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,68,Tỉnh Lâm Đồng,Tyt  Liên Đầm,68597,Tyt  Liên Đầm,40.829,40.829,Sismyodine,Eperison,Uống,1.01,1.01,Viên nén bao đường,50mg,Hộp 10 vỉ x 10 viên,893110304423,Công ty cổ phần dược phẩm Vĩnh Phúc,Việt Nam,Viên,0,290.0,0.0,Công ty Cổ phần Dược phẩm Vĩnh Phúc.,685/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N4,Tân dược,,1,2024-10-01 00:00:00,3,2024-10-01 00:00:00,2025-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,68,Tỉnh Lâm Đồng,Tyt  Liên Đầm,68597,Tyt  Liên Đầm,40.776,40.776,Prednisolon,Prednisolon acetat,Uống,1.01,1.01,Viên nén,5mg,Hộp 50 vỉ x 20 viên,VD-31253-18,Công ty cổ phần dược phẩm Vĩnh Phúc,Việt Nam,Viên,0,150.0,0.0,Công ty Cổ phần Dược phẩm Vĩnh Phúc.,685/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N4,Tân dược,,1,2024-10-01 00:00:00,3,2024-10-01 00:00:00,2025-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,62,Tỉnh Kon Tum,Tyt Tu Mơ Rông,62150,Tyt Tu Mơ Rông,05C.224.8,05C.224.8,Cồn xoa bóp,"Ô đầu, Địa liền, Đại hồi,Quế chi, Thiên niên kiện, Huyết giác, Camphora, Riềng",Dùng ngoài,3.05,3.05,Cồn thuốc dùng ngoài,"0,5g, 2,5g, 1g, 1g, 1,5g, 1,5g, 0,5g, 2,5g",Hộp 1 chai thuỷ tinh 60ml,VD-32860-19,Chi nhánh Công ty Cổ phần Dược phẩm OPC tại Bình Dương - Nhà máy Dược phẩm OPC,Việt Nam,Chai,0,20475.0,0.0,"Công ty cổ phần dược, vật tư y tế Kon Tum",181/QĐ-YTTMR,2024-10-01 00:00:00,,G3,,N2,Chế phẩm,,1,2024-10-01 00:00:00,3,2024-10-01 00:00:00,2024-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,38,Tỉnh Thanh Hóa,Pkđk Nhung Hiếu,38754,Pkđk Nhung Hiếu,40.557,40.557,Pravastatin STELLA 10 mg,Pravastatin,Uống,1.01,1.01,Viên nén,10mg,Hộp 10 vỉ x 10 viên,893110462523,Công ty TNHH Liên Doanh Stellapharm - Chi nhánh 1,Việt Nam,Viên,300000,4150.0,1245000000.0,Công ty  TNHH Dược phẩm Hàm Rồng,3805/QĐ-BVĐKT,2024-10-01 00:00:00,,G1,,N2,Tân dược,,1,2024-10-01 00:00:00,4,2024-10-01 00:00:00,2026-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,38,Tỉnh Thanh Hóa,Pkđk Nhung Hiếu,38754,Pkđk Nhung Hiếu,40.557,40.557,Pravastatin Savi 10,Pravastatin,Uống,1.01,1.01,Viên nén,10mg,Hộp 10 vỉ x 10 viên,VD-25265-16,Công ty TNHH Liên Doanh Stellapharm - Chi nhánh 1,Việt Nam,Viên,30000,4150.0,124500000.0,Công ty TNHH Dược phẩm Hàm Rồng,3805/QĐ-BVĐKT,2024-10-01 00:00:00,,G1,,N2,Tân dược,,1,2024-10-01 00:00:00,4,2024-10-01 00:00:00,2026-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,68,Tỉnh Lâm Đồng,Tyt Tam Bố,68582,Tyt Tam Bố,40.776,40.776,Prednisolon,Prednisolon acetat,Uống,1.01,1.01,Viên nén,5mg,Hộp 50 vỉ x 20 viên,VD-31253-18,Công ty cổ phần dược phẩm Vĩnh Phúc,Việt Nam,Viên,0,150.0,0.0,Công ty Cổ phần Dược phẩm Vĩnh Phúc.,685/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N4,Tân dược,,1,2024-10-01 00:00:00,3,2024-10-01 00:00:00,2025-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,68,Tỉnh Lâm Đồng,Tyt Tam Bố,68582,Tyt Tam Bố,40.659,40.659,Vinzix,Furosemid,Uống,1.01,1.01,Viên nén,40mg,Hộp 5 vỉ x 50 viên,893110306023,Công ty cổ phần dược phẩm Vĩnh Phúc,Việt Nam,Viên,0,110.0,0.0,Công ty Cổ phần Dược phẩm Vĩnh Phúc.,685/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N4,Tân dược,,1,2024-10-01 00:00:00,3,2024-10-01 00:00:00,2025-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,68,Tỉnh Lâm Đồng,Tyt Tam Bố,68582,Tyt Tam Bố,40.789,40.789,Orgametril,Lynestrenol,Uống,1.01,1.01,Viên nén,5mg,Hộp 1 vỉ x 30 viên,VN-21209-18,N.V. Organon,Hà Lan,Viên,0,2360.0,0.0,Công ty TNHH Dược phẩm Gigamed.,685/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N1,Tân dược,,1,2024-10-01 00:00:00,3,2024-10-01 00:00:00,2025-10-01 00:00:00,2025-03-17 00:29:53
